city,hotel_name,score,description,latitude,longitude,temperature,humidity
Paris,Aparthotel Adagio Porte de Versailles,7.6,"Opposite Porte de Versailles exhibition centre, this 4-star eco-friendly residence offers a 24-hour reception and is only 3 km from the Parc des Princes Stadium. ",48.8310834,2.28104442,3,80
Mont Saint Michel,La Mère Poulard,7.0,"Housed in a historical building, this hotel is ideally located in the heart of Mont Saint-Michel. The classic-style rooms overlook the bay, the abbey or the medieval city. ",48.63508532,-1.51053965,4,85
Amiens,APPART COSY TOUT CONFORT CENTRE VILLE 4 PERSONNES WiFi,8.7,Managed by a private host,49.8888934,2.2883795,2,87
Paris,Hotel d'Amiens,8.0,"Hotel d'Amiens is located in Paris between Gare du Nord and Gare de l’Est Train Stations. It offers rooms with a bath or a shower, satellite TV and free WiFi. ",48.87839189,2.35731974,3,80
Paris,Aparthotel Adagio Paris XV,6.7,Aparthotel Adagio Paris XV is located in Paris’ 15th arrondissement opposite the Porte de Versailles Exhibition Centre and 3 km from the Parc des Princes Stadium. ,48.83130941,2.28234261,3,80
Amiens,Le toit des Fédérés,8.0,Managed by a private host,49.8965252,2.2825902,2,87
Amiens,"Charmant T2 Hyper-centre, Netflix, Gare",8.9,"Situated in Amiens, 3.3 km from Zénith d'Amiens, Charmant T2 Hyper-centre, Netflix, Gare features a living room with a TV. ",49.89013675,2.29853201,2,87
Amiens,La Parenthèse Envoutée,8.9,"Situated in Amiens in the Picardy region with Amiens Train Station and The Floating gardens Park nearby, La Parenthèse Envoutée features accommodation with free WiFi, as well as access to a hot tub. ",49.8883391,2.31217084,2,87
Paris,"Holiday Inn Express Paris-Canal De La Villette, an IHG Hotel",8.1,The Holiday Inn Express Paris-Canal De La Villette is located on the banks of the Canal de l'Ourcq and the Bassin de la Villette in Paris. ,48.88843586,2.37839654,3,80
Paris,"Holiday Inn Paris Gare de l'Est, an IHG Hotel",7.7,"This Holiday Inn Paris Gare de l'Est hotel is located opposite Gare de l’Est Train and Metro Station, which provides direct access to attractions such as Saint-Michel and the Latin Quarter. ",48.87597385,2.35900484,3,80
Paris,Citadines Saint-Germain-des-Prés Paris,8.1,"Located in the centre of Paris, Citadines Saint-Germain-des-Prés Paris is a 10-minute walk from Notre-Dame Cathedral and 300 metres from Saint-Michel Metro Station. ",48.85492633,2.34115541,3,80
Paris,Hotel de L'Esperance,8.5,"Located a 2-minute walk from the lively rue Mouffetard in Paris, Hotel de L'Esperance offers an inner courtyard. Place Monge and the Latin district are a 10-minute's walk away. ",48.8381576,2.3496155,3,80
Paris,Hôtel Gérando,8.2,"Hotel Gérando is located in the Montmartre area in Paris. The hotel features a 24-hour reception, a luggage storage and free WiFi. ",48.88253133,2.34581105,3,80
Paris,HotelHome Paris 16,8.4,"HotelHome Paris 16 is located in Paris’s 16th arrondissement, 1.5 km from The Bois de Boulogne. It offers air-conditioned, self-catering apartments with free Wi-Fi internet access. ",48.85057501,2.26743221,3,80
Paris,Odalys City Paris XVII,7.6,"Located in the 17th arrondissement of Paris, Odalys City Paris XVII is 20-minutes from the city centre via public transport and a 30-minute metro ride from the Champs-Élysées. ",48.8997159,2.3215052,3,80
Paris,Hôtel Aiglon,8.7,"Located in the heart of the Montparnasse district, this design hotel is just 30 metres from the Raspail Metro stop. Guest rooms are modern and stylish with free Wi-Fi access. ",48.83971177,2.33017266,3,80
Paris,Hotel Aix Europe,7.0,"Featuring free WiFi throughout the property, Hotel Aix Europe offers accommodation in Paris, 500 metres from Place de la République. ",48.87011137,2.36992787,3,80
Paris,Grand Hôtel Amelot,8.1,"Located in the 11th district of Paris, a 5-minute walk from the Marais district and Place des Vosges Park, Grand Hôtel Amelot offers a 24-hour reception, concierge service and luggage storage. ",48.8592568,2.3684085,3,80
Paris,LivinParis - Luxury 3 Bedrooms Le Louvre I,8.0,"Set in the centre of Paris, just 500 metres from Opéra Garnier and 1.3 km from Louvre Museum, LivinParis - Luxury 3 Bedrooms Le Louvre I offers accommodation with city views and free WiFi. ",48.86989456,2.3345604,3,80
Paris,Austin's Saint Lazare Hotel,8.0,"This Austin's hotel is located in central Paris, next to Saint-Lazare Train Station and 800 metres from Opéra Garnier. ",48.87693501,2.32698441,3,80
Paris,Charming studio 2P - Voltaire Nation,,"Set in Paris, 1.4 km from Opéra Bastille and 1.9 km from Paris-Gare-de-Lyon, Charming studio 2P - Voltaire Nation provides accommodation with amenities such as free WiFi and a TV. ",48.8545305,2.3859817,3,80
Paris,Hotel Lutetia,9.0,Hotel Lutetia is an iconic luxury hotel situated in the Saint-Germain-des-Prés area. ,48.851244,2.327238,3,80
Paris,Hôtel Rosalie,8.6,"Located in the Gobelins district, recent renovated in 2022 design hotel features a duplex terrace and private shaded rooftop terrace for their guests enjoyment. ",48.83207392,2.35368535,3,80
Paris,Hotel Eden,8.6,"Hotel Eden is located in Paris’ 15th arrondissement, just 270 metres from Vaugirard Metro Station and 2 km from the Montparnasse Tower. ",48.84051019,2.29917414,3,80
Paris,Hôtel Korner Etoile,8.3,"Located 1.5 km from the Palais des Congrès, this hotel offers soundproofed and air-conditioned rooms with free Wi-Fi. ",48.88531807,2.2933808,3,80
Paris,Hotel Elysees Opera,8.3,"Located in the chic 8th district in Paris, this hotel offers modern guest rooms with a balcony. It has a 24-hour reception with a tour desk and ticket service. ",48.88141526,2.32455321,3,80
Amiens,Au Spatial,7.4,"Au Spatial is located in the heart of Amiens, a 2-minute walk from Amiens Train Station and a 6-minute walk from Amiens Cathedral. It offers free WiFi access. ",49.89193885,2.30575562,2,87
Amiens,Gite Amiens,8.4,Managed by a private host,49.90235783,2.31428465,2,87
Paris,MEININGER Hotel Paris Porte de Vincennes,7.9,"Featuring a bar and a shared lounge, MEININGER Hotel Paris Porte de Vincennes is located in Paris, 4.1 km from Opéra Bastille and 5.4 km from Paris-Gare-de-Lyon. ",48.844105,2.413063,3,80
Amiens,Hotel Central Anzac,7.4,"Centrally located, Hotel Central Anzac is a 2-minute walk from the train station and a 7-minute walk from Amiens Cathedral. It offers modern accommodation and a continental breakfast. ",49.89183258,2.30599433,2,87
Paris,Manolita Paris,9.8,"Situated in Paris, 500 metres from Pigalle Metro Station, Manolita Paris features a bar and views of the city. This 5-star hotel offers a concierge service and luggage storage space. ",48.88399245,2.33272308,3,80
Amiens,Comme une parenthèse au coeur des hortillonnages,9.1,Managed by a private host,49.888542,2.331349,2,87
Amiens,GRANDE MAISON AMIÉNOISE TOUTE ÉQUIPÉE 8PERS WIFI,7.2,Managed by a private host,49.88492,2.3261471,2,87
Amiens,DOWNTOWN COCOON - CENTRE VILLE - WiFi - NETFLIX,9.4,Managed by a private host,49.89225955,2.29466287,2,87
Amiens,Superbe appartement-Sauna-Cinéma-Parking-Gare,7.6,"Offering free WiFi and free private parking, Superbe appartement-Sauna-Cinéma-Parking-Gare is located in Amiens, within just 700 metres of Amiens Train Station. ",49.8942034,2.3068382,2,87
Amiens,Maison Longuevie,9.5,Managed by a private host,49.887694,2.294524,2,87
Amiens,L'Oratoire,7.7,Managed by a private host,49.8930114,2.3058662,2,87
Amiens,Hotel Le Prieuré et La Résidence,8.3,"Located in Amiens city centre, Hotel Le Prieuré et la Résidence are at the foot of the Amiens Cathedral. It offers free Wi-Fi internet access and individually-decorated rooms with antique furnishings....",49.89444519,2.30094239,2,87
Amiens,15ème droite - Tour Perret - Centre-Ville - 4 étoiles,9.8,"Offering free WiFi and city views, 15ème droite - Tour Perret - Centre-Ville - 4 étoiles is an accommodation located in Amiens, just 200 metres from Amiens Train Station and less than 1 km from The...",49.891036,2.306244,2,87
Amiens,Cinéma T3 Disney+ Balcon Hyper-centre,8.4,"Located in Amiens, 1.4 km from Amiens Train Station, 2.4 km from Zénith d'Amiens and less than 1 km from Berny's Museum, Cinéma T3 Disney+ Balcon Hyper-centre provides accommodation with a balcony and...",49.8929989,2.2928398,2,87
Amiens,Les Augustins,7.9,"Situated in Amiens, near Amiens Train Station, The Floating gardens Park and Berny's Museum, Les Augustins features free WiFi. ",49.894229,2.305778,2,87
Amiens,Odalys City Amiens Blamont,7.9,"Set within 2.8 km of Zénith d'Amiens and 900 metres of Berny's Museum in Amiens, Odalys City Amiens Blamont offers accommodation with free WiFi. ",49.88714842,2.3116109,2,87
Amiens,LES PERLES AMIENOISES✩BLACK PEARL☆HYPER CENTRE☆,9.2,"Situated 3.8 km from Zénith d'Amiens, 800 metres from The Floating gardens Park and 400 metres from Berny's Museum, LES PERLES AMIENOISES✩BLACK PEARL☆HYPER CENTRE☆ features accommodation set in...",49.8925625,2.3052844,2,87
Amiens,GRANDE MAISON COSY TERRASSE PARKING GARE 8PERS,9.5,Managed by a private host,49.8925731,2.3118048,2,87
Amiens,L'amiénoise proche zenith stade cathédrale,9.1,Managed by a private host,49.8875926,2.281197,2,87
Amiens,L’ÉMERAUDE AMIENS,9.7,Managed by a private host,49.87000632,2.30806847,2,87
Amiens,"Holiday Inn Express Amiens, an IHG Hotel",7.9,Holiday Inn Express was renovated in April 2015 and offers comfortable guest rooms with free WiFi. ,49.8916762,2.30775386,2,87
St Malo,La Rotonde,7.5,"This hotel is located in the seaside resort of Saint-Malo, 50 metres from the beach. Free Wi-Fi access and a TV are provided in the non-smoking guest rooms. ",48.6625133,-1.98893577,5,80
St Malo,Résidence La Hoguette,8.9,"Located in Saint Malo, Résidence La Hoguette offers self-catering studios and apartments. Just 30 metres from the beach, it has free WiFi throughout the property. ",48.65626455,-2.00260431,5,80
Amiens,Le Cottage des Hortillonnages,9.3,"Located in Amiens, 1.5 km from Amiens Train Station and 5.1 km from Zénith d'Amiens, Le Cottage des Hortillonnages provides accommodation with free WiFi, air conditioning, a garden and barbecue...",49.89755206,2.31635948,2,87
St Malo,La Conchee,9.5,Managed by a private host,48.67741279,-1.98646032,5,80
St Malo,Hôtel Bristol Union Intra Muros,8.5,"Hotel Bristol Union is located in the heart of Saint Malo, within the city walls of the old town and 180 metres from Saint-Malo Marina. ",48.649611,-2.02430338,5,80
Lille,Hotel Carlton,8.1,"Located in the heart of Lille, 5 minutes walk from the two train stations, Lille Europe and Lille Flandres, the Carlton Hotel offers a breathtaking view of the Opera and the Belfry. ",50.63671804,3.06532234,2,84
Lille,Lille A Part - Gites Urbains,8.2,"Located in the heart of Lille Old Town, this property offers 2 apartments located just a 10-minute walk from Lille Flandres Train Station, 2 km from Lille Grand Palais and 1.1 km from Nouveau Siècle...",50.64342775,3.06085646,2,84
Lille,Novotel Lille Centre Gares,8.0,"Located only 300 metres from Lille Flandres train station, this 4-star hotel is a 5-minute walk from central Lille, the Palais des Congrès and the Zénith. ",50.63444099,3.07335824,2,84
St Malo,Hôtel de la Cité,7.5,"The Hôtel de la Cité is located in the heart of Saint-Malo, just 350 metres from Saint-Malo Marina. It offers free Wi-Fi internet access and rooms with sea views. ",48.65130149,-2.02511072,5,80
Lille,Atypical and cozy studio in Old Lille close to the station - Welkeys,8.1,"Atypical and cozy studio in Old Lille close to the station - Welkeys in Lille provides accommodation with free WiFi, 400 metres from Lille Opera, 400 metres from Grand Place Lille and less than 1 km...",50.6386997,3.0598978,2,84
St Malo,LE GEORGE V - Beau 2 chambres au coeur de St Servan,8.4,Managed by a private host,48.6373316,-2.0157318,5,80
St Malo,Hôtel La Porte Saint Pierre-Logis Hôtel Intra Muros,8.5,"Situated inside the historic walls of Saint-Malo’s old town, this hotel is just 10 metres from the beach. ",48.64785311,-2.0283857,5,80
St Malo,Hôtel Ar Iniz,8.5,"Providing a direct access to the Sillon Beach, Hôtel Ar Iniz offers a regional restaurant, a bar and a terrace with a view of the sea. The modern-style hotel is situated 1.5 km from the city centre. ",48.66167888,-1.99165016,5,80
St Malo,ibis Styles Saint Malo Port,7.7,"Offering a snack bar and free WiFi, ibis Styles Saint Malo Port is located in Saint Malo, less than a 10-minute walk from the sandy beaches and 1 km from Saint-Malo Train Station. ",48.63962614,-2.01236531,5,80
St Malo,L'AccrocheCoeur,9.3,"Set in Saint Malo, 200 metres from Bon Secours Beach, L'AccrocheCoeur features views of the city. ",48.648137,-2.027065,5,80
St Malo,Domaine de la Barbinais,8.1,"Set in a 7000 m², landscaped park, Domaine de la Barbinais is a hotel located in the countryside of Saint Malo.  WiFi access is available throughout. ",48.64481252,-1.95936144,5,80
St Malo,Grand Hôtel Des Thermes,8.1,"Set on the beachfront, this Belle Époque-style hotel features a spa and an indoor swimming pool. It offers refined guest rooms, some with a balcony and sea views. ",48.65783788,-1.99934542,5,80
St Malo,Résidence Néméa Le Domaine des Mauriers,7.5,Résidence Nemea Le Domaine des Mauriers offers self-catering accommodation located a 10-minute drive from the centre of Saint-Malo. ,48.62802437,-1.97798415,5,80
St Malo,Hôtel Le Nouveau Monde,8.8,This beachfront hotel is just a 5-minute walk to the historic centre of Saint-Malo and 950 metres from Saint-Malo Marina. ,48.65342427,-2.01143146,5,80
St Malo,Hôtel Le Nautilus,9.1,"Hôtel Le Nautilus is set in a renovated 17th-century building and is located in the walled city of Saint-Malo. This hotel offers a bar, luggage storage and a shared lounge. ",48.65072706,-2.02494547,5,80
St Malo,Oceania Saint Malo,8.4,"The Oceania Saint Malo hotel faces the sea and is located on Chaussée du Sillon, opposite Sillon Beach and 450 metres from Saint-Malo Marina. ",48.65175689,-2.01843202,5,80
St Malo,La Cordee by Cocoonr,9.0,"La Cordee by Cocoonr in Saint Malo features accommodation with free WiFi, 200 metres from Bon Secours Beach, 300 metres from Mole Beach and 700 metres from Eventail Beach. ",48.64795607,-2.02716374,5,80
St Malo,L'Etoile du Roy by Cocoonr,8.1,"Situated in Saint Malo and only 300 metres from Sillon Beach, L'Etoile du Roy by Cocoonr features accommodation with sea views, free WiFi and free private parking. ",48.651462,-2.018315,5,80
St Malo,Hotel Ajoncs d'Or,8.4,"Hotel Ajoncs d'Or is located in the heart of the historic fortified city walls of Saint Malo, 350 metres from Saint-Malo Marina. ",48.64735692,-2.02519655,5,80
St Malo,Hotel De L'univers,8.0,"Hotel De L'univers is located in the walled city of Saint Malo in Brittany, and is walking distance to the ferry port and train station. ",48.65104101,-2.0237267,5,80
St Malo,Residence Reine Marine,8.3,"Welcome to our new 4-star residence, completely dedicated to your comfort and well-being An exceptional location. A panoramic view of the islands and the bay of Saint-Malo. Direct access to the beach...",48.66913503,-1.98354185,5,80
St Malo,Hôtel de France et Chateaubriand,7.7,"The Hotel de France and Chateaubriand is located in the heart of the historic city of Saint Malo, 210 metres from Saint-Malo Marina. It offers breathtaking views over the sea and le sillon. ",48.6511934,-2.02379644,5,80
St Malo,Hôtel Cartier,7.4,"Situated within the fortified walls of Saint-Malo, the Hotel Cartier is just 280 metres from Saint-Malo Marina and 500 metres from the beach and the English channel. ",48.65001325,-2.02483177,5,80
Lille,Brueghel,7.9,"This hotel is located in the heart of Lille. It is 300 metres from Gare Lille Flandres, 750 metres from Gare de Lille Europe and 10 minutes from Nouveau Siecle Convention Centre by walk. ",50.63603842,3.06693703,2,84
Lille,Campanile Lille Euralille,8.1,"Located 1 km from Lille Europe, 2 km from Lille’s Grand’ Place and 260 metres from Romarin Tram Stop, Campanile Lille Euralille is a 24-hour-front-desk hotel which features a restaurant. ",50.6456983,3.07210967,2,84
Lille,Lille - Lovely and comfortable apartment!,8.0,"Lille - Lovely and comfortable apartment! in Lille offers accommodation with free WiFi, less than 1 km from Coilliot House, a 19-minute walk from Hospice Gantois and 2.3 km from Lille Grand Palais. ",50.621138,3.0590122,2,84
St Malo,La Maison des Armateurs,8.5,"Set in the historical centre of Saint-Malo, this 4-star hotel is just a 5-minute walk from the cathedral and 120 metres from Saint-Malo Marina. ",48.6492052,-2.02463329,5,80
Lille,Lille Centre - 2BR in the heart of Lille!,6.7,"Lille Centre - 2BR in the heart of Lille! in Lille offers accommodation with free WiFi, 400 metres from Printemps Gallery, 1 km from Hospice Gantois and 1.3 km from Zoo Lille. ",50.6361336,3.0596242,2,84
Lille,Paddy's Place,9.3,Managed by a private host,50.6364092,3.0615103,2,84
Lille,Hotel Kanaï,8.0,"Hotel Kanaï is located in the centre of Lille, in a pedestrianised area, only 200 metres from the famous Grand Place, a 15-minute walk from Lille Grand Palais and a 6-minute walk from Nouveau Siècle...",50.6347957,3.06413278,2,84
Lille,Brit Hotel Lille Centre,7.6,"Set near the Gambetta Métro station, in the city centre of Lille, this hotel-restaurant welcomes you 1 km from the Fine Arts Museum, 2 km from Lille Grand Palais and 300 metres from the Maison Folie...",50.62603955,3.05190325,2,84
Lille,Sparadise Lille,8.1,"Situated in Lille, 400 metres from Printemps Gallery and 800 metres from The Old Lille District, Sparadise Lille features city views and free WiFi. The accommodation has a spa bath. ",50.6363018,3.0608761,2,84
Lille,Lille Centre - Nice cozy and functional ap 80m2,7.3,"Lille Centre - Nice cozy and functional ap 80m2 in Lille features accommodation with free WiFi, 1.1 km from Printemps Gallery, 600 metres from Zoo Lille and 1.7 km from Hospice Gantois. ",50.637058,3.051736,2,84
Lille,OKKO Hotels Lille Centre,8.7,"OKKO Hotels Lille Centre has a restaurant, fitness centre, a bar and shared lounge in Lille. ",50.634074,3.064229,2,84
Lille,MAISON VIEUX LILLE 3 chambres parking privé gratuit 24H24H Accès,8.4,Managed by a private host,50.64106837,3.05505589,2,84
Lille,Old Lille - Beautiful house 3 bdrms 7pers,7.6,"In the Vieux Lille district of Lille, close to Lille Opera, Old Lille - Beautiful house 3 bdrms 7pers features free WiFi and a washing machine. ",50.641552,3.062729,2,84
Lille,ibis Styles Lille Centre Gare Beffroi,7.8,"The ibis Styles Lille Centre Gare Beffroi is located in the centre of Lille, 600 metres from Lille Flandres and Lille Europe train stations. ",50.63238245,3.06794286,2,84
Lille,Appart'City Confort Lille - Euralille,8.1,"This Appart'city is 10 km from Pierre Mauroy Stadium and 2 minutes by tramway from the centre of Euralille business district, Euralille shopping centre and Lille-Europe Train Station. ",50.6454875,3.07321072,2,84
Lille,Lille Grand Place - cozy and equipped studio!,8.1,"Situated in Lille, Lille Grand Place - cozy and equipped studio! features city views and free WiFi, 400 metres from Grand Place Lille and 400 metres from Lille Opera. ",50.6349198,3.0671957,2,84
Lille,Séjours & Affaires Lille Europe,7.1,"This residence is located in the city centre of Lille, in the heart of the business district and between Lille-Flandres and Lille-Europe Train Stations, less than 600 metres from each. ",50.63647023,3.07490923,2,84
Lille,Hotel Lille Europe,7.9,"Located just 250 metres from Lille-Flandres Train Station, this 3-star hotel is set at the heart of the international business district. Pierre Mauroy Stadium is a 17-minute drive away. ",50.63788756,3.072685,2,84
Lille,Moxy Lille City,8.6,"Located in Lille, 300 metres from Coilliot House, Moxy Lille City provides accommodation with a terrace and private parking. ",50.627831,3.063592,2,84
Rouen,Hôtel De La Cathédrale,7.8,"Set just 50 metres from the Rouen Cathedral, in the heart of the city's historic centre, this hotel has a timber-framed façade dating from the 17th century and is located 4 km from the Kindarena...",49.44011681,1.09693363,2,87
Lille,Eklo Hotels Lille,7.5,"Offering a terrace, Eklo Hotels Lille is set in Lille in the Nord-Pas-de-Calais Region, 2 km from Zénith of Lille. ",50.62003296,3.08456697,2,84
Rouen,Appart'HomeCity - Rouen Grand Voile,8.5,Managed by a private host,49.42540118,1.06979833,2,87
Lille,Hotel Chagnot,7.8,"Hotel Chagnot is situated in Lille city centre, directly opposite Lille Flanders Train Station and a 10-minute walk from Lille-Europe Station. It offers modern accommodation and free Wi-Fi access. ",50.63624596,3.06924239,2,84
Rouen,Bel appartement dans le centre historique de Rouen,8.3,Managed by a private host,49.4441468,1.0906474,2,87
Rouen,Hôtel Céline - Hôtel de la Gare,8.0,"This hotel is situated in a quiet street in the city centre of Rouen, a 5-minute walk from Rouen-Rive Droite Train Station. Free Wi-Fi is available in all of the rooms. ",49.44903352,1.09021068,2,87
St Malo,LES AMARRES - Maison familiale 3 chambres - Jardin et place de parking,9.2,"Situated in Saint Malo, 1.9 km from Rochebonne Beach, 2.5 km from Eventail Beach and 2.3 km from Palais du Grand Large, LES AMARRES - Maison familiale 3 chambres - Jardin et place de parking features...",48.6476829,-1.9952037,5,80
Rouen,CosyAppart - LE SAINT OUEN,7.8,"CosyAppart - LE SAINT OUEN in Rouen offers accommodation with free WiFi, less than 1 km from Notre-Dame Cathedral of Rouen, a 12-minute walk from Gare de Rouen Rive Droite and 3.9 km from Rouen...",49.44369966,1.10166196,2,87
Rouen,"Le First, centre ville terrasse et parking",9.0,Managed by a private host,49.4460252,1.0832305,2,87
Rouen,Fiquet de Normanville pour votre bien être en plein coeur historique,9.2,Managed by a private host,49.44244414,1.09804968,2,87
Rouen,La Loge d'Harcourt : Hypercentre chic et moderne,7.9,Managed by a private host,49.44081037,1.08509756,2,87
Rouen,Hotel Morand,7.3,"Hotel Morand is a renovated 17th-century coaching inn that now works as a hotel and is located in the historic centre of Rouen, 400 metres from Saint-Paul SNCF Train Station. ",49.44569975,1.094523,2,87
Lille,Welkeys - Vauban Apartment,8.0,"Just 600 metres from Zoo Park of Lille and 800 metres from Braderie Lille and featuring free WiFi, Welkeys - Vauban Apartment offers accommodation in Lille. ",50.632701,3.047162,2,84
Rouen,Brit Hotel Confort Rouen Centre,7.4,"This hotel is located in the centre of Rouen next to the University of Rouen Faculty Of Medicine and 4 km from the Kindarena Stadium. It offers en suite rooms, a terrace and free WiFi access. ",49.43869536,1.1092034,2,87
Rouen,studi'home,8.3,Managed by a private host,49.443658,1.090557,2,87
Rouen,"Hôtel de Bourgtheroulde, Autograph Collection",8.4,"This boutique hotel is located in Rouen’s historic centre, next to the Gros Horloge and 2 km from Kindarena Stadium. ",49.442178,1.088876,2,87
Rouen,Best Western Plus Hotel Litteraire Gustave Flaubert,8.5,"Situated in the historic centre of Rouen, Best Western Plus Hotel Litteraire Gustave Flaubert offers accommodation with a literary theme in honour of the writer Gustave Flaubert. ",49.44306423,1.08660311,2,87
Rouen,"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",8.3,"Situated in Rouen, 1.7 km from Voltaire Station, Rouen, Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel features accommodation with a bar, private parking and a shared lounge. ",49.429988,1.072398,2,87
Rouen,Maison individuelle dans ancienne ecurie,9.4,Managed by a private host,49.4502479,1.0864592,2,87
Rouen,Ibis Styles Rouen Centre Cathédrale,7.2,"Featuring free WiFi and a terrace, Ibis Styles Rouen Centre Cathédrale offers pet-friendly accommodation in Rouen, 1.6 km from Rouen Train Station and 3 km from Rouen Kindarena Sports Hall. ",49.437454,1.096183,2,87
Rouen,Cosy'Appart - LA ROSE,7.9,"Cosy'Appart - LA ROSE in Rouen offers accommodation with free WiFi, 1.9 km from Gare de Rouen Rive Droite, 1.6 km from Notre-Dame Cathedral of Rouen and 3.4 km from Voltaire Station, Rouen. ",49.443319,1.1115865,2,87
Rouen,Hotel De Quebec,8.2,"Located in the heart of Rouen, in a peaceful area only a 5-minute walk from the old town and Rouen Cathedral, this hotel includes free Wi-Fi internet access. The Kindarena Stadium is 3 km away. ",49.43783419,1.09725282,2,87
Rouen,DOMITYS Les Mosaïques,8.9,"With Voltaire Station, Rouen reachable in 1 km, DOMITYS Les Mosaïques offers accommodation, a restaurant, a bar, a shared lounge and a garden. ",49.4290146,1.0832807,2,87
Rouen,Les Initiés,8.0,"Located in the heart of Rouen's historical centre, Les Initiés is just a 10-minute walk from Rouen-Rive-Droite Train Station and 3 km from Kindarena Stadium. ",49.44197641,1.09243892,2,87
Rouen,Mercure Rouen Centre Cathédrale,8.1,"This Mercure is located in central Rouen, 160 metres from Notre Dame Cathedral and 3 km from Kindarena Stadium. ",49.44117285,1.09517545,2,87
Rouen,Maison hypercentre Rouen tout confort,8.6,Managed by a private host,49.4446518,1.0913262,2,87
Rouen,"Radisson Blu Hotel, Rouen Centre",8.9,"Radisson Blu Hotel, Rouen Centre features a restaurant serving high qualtiy local dishes, fitness centre, a bar and shared lounge in Rouen. ",49.446441,1.09412,2,87
Rouen,Médié Lounge - Médié Old - by Beds76,9.0,"Médié Lounge - Médié Old - by Beds76 features garden views, free WiFi and free private parking, located in Rouen, 600 metres from Notre-Dame Cathedral of Rouen. ",49.4416755,1.1006621,2,87
Rouen,Le Vieux Carré,8.1,"This hotel is located in central Rouen, in a pedestrian area, just 850 metres from Rouen Rive-Droite Station. It offers en suite rooms and an interior courtyard with flowers and trees. ",49.44332714,1.09457396,2,87
Le Havre,Foch,8.9,"Offering garden views, a casino and free WiFi, Foch offers accommodation in a prime location in Le Havre, within a short distance of Le Havre Beach, Perret Model Appartment and Le Volcan. ",49.4930727,0.1022734,5,80
Le Havre,"Le petit nid perché sous les toits, vue mer",,Managed by a private host,49.4972341,0.0947022,5,80
Le Havre,Oscar Hôtel,7.6,"Oscar Hotel is located in Le Havre's Perret quarter, which is a UNESCO World Heritage Site. It offers free Wi-Fi and views of The Volcan concert venue and the Bassin du Commerce. ",49.48981028,0.10710865,5,80
Le Havre,Residence Hoteliere de l'Estuaire,7.0,"Featuring free WiFi throughout the property, Residence Hoteliere de l'Estuaire is situated in Le Havre, 500 metres from Saint-Michel's Church. ",49.4955557,0.116637,5,80
Le Havre,Residence Monet- F2 à deux pas de toutes commodités,8.0,"Set in Le Havre, 1.8 km from Le Havre Beach, Residence Monet- F2 à deux pas de toutes commodités offers accommodation with a bar, free WiFi, a 24-hour front desk, and a concierge service. ",49.4936742,0.1164884,5,80
Le Havre,Séjour chez le Marin,7.8,"Located 2.5 km from Perret Model Appartment, 3 km from Saint-Michel's Church and 3.2 km from Eglise St-Joseph, Séjour chez le Marin provides accommodation set in Le Havre. ",49.4845138,0.1325153,5,80
Le Havre,Le Petit Coeur,7.3,Managed by a private host,49.4938936,0.1156005,5,80
Le Havre,La Petite Rade Hôtel,8.2,"Located in Le Havre, this hotel is just a few steps from the coast and offers panoramic sea views. It provides direct beach access and free Wi-Fi. ",49.50238471,0.08598089,5,80
Le Havre,Hôtel Carmin,8.3,"Hôtel Carmin is located in Le Havre town centre, 700m from the HAVRE beach It offers en suite rooms and free Wi-Fi. Rooms at the Carmin are equipped with a telephone and a flat-screen TV. ",49.49493852,0.10553956,5,80
Le Havre,Résidence Dauphine,7.5,Résidence Dauphine offers pet-friendly accommodation in Le Havre's historic district. Many restaurants and shops can be found within 150 metres. The beach and the marina are within a 10-minute walk. ,49.48800663,0.11446936,5,80
Le Havre,Hôtel Spa Vent d'Ouest,8.0,"Located just 550 metres from the beach in Le Havre, this hotel is a 5-minute drive from the ferry terminal. ",49.49141928,0.10070756,5,80
Le Havre,Best Western Plus Le Havre Centre Gare,8.4,"Located in central Le Havre, Best Western Plus Le Havre Centre Gare is a 4 star design hotel offering free WiFi just 10 minutes' drive from the beach. ",49.49334357,0.12431771,5,80
Le Havre,Birgit Hôtel Le Havre Centre,8.0,"Welcome to Birgit! When visiting Le Havre, there is nothing better than to stay in this 86-room hotel, completely renovated in 2022. ",49.49308921,0.13096154,5,80
Le Havre,Mercure Le Havre Centre Bassin Du Commerce,7.6,"Mercure Le Havre Centre Bassin du Commerce is located in Le Havre’s city centre, opposite the Bassin du Commerce and near ferry-port. ",49.49033645,0.11681288,5,80
Le Havre,Nomad Hotel le Havre,8.4,Nomad Hotel le Havre is located in Le Havre and offers air-conditioned rooms with free WiFi access and a modern-style decor. Guests can enjoy the on-site bar. ,49.4933176,0.12530688,5,80
Le Havre,L'Atelier d'Oscar,8.4,Managed by a private host,49.491319,0.1157516,5,80
Le Havre,Hotel Spa Le Pasino,8.4,"Located at the heart of Le Havre, Hotel Spa le Pasino features an indoor swimming pool, a spa with sauna and a casino on site. It offers guest rooms with a flat-screen TV. ",49.49117449,0.11193663,5,80
Le Havre,Premiere Classe Le Havre Centre-LES DOCKS,7.6,Magnificent Première Classe Le Havre Centre-Les Docks; ideally located near the Océane stadium and the docks. We offer a personalized reception 24/24 with private and secure parking. ,49.49641693,0.15151234,5,80
